,tweet,emotion,pre_clean_len,clean_text
1702,Undoubtedly one of the most beautiful museums in Europe.. missing a few marbles though @britishmuseum .....#Greece  https://t.co/jgiE6hWXuP,happy,139,undoubtedly one of the most beautiful museums in europe missing a few marbles though greece
1703,@DrIanCooper @Jon__Nash @PlymouthMuseum @BarbicanTheatre @ZoeBloss Currently filming 'The Spice Box' for a permanent legacy in the House.,nocode,137,currently filming the spice box for a permanent legacy in the house
1704,Lovely reception at the @NationalGallery on Monday #eventprofs http://t.co/XTL0D9c1Ea,happy,85,lovely reception at the on monday eventprofs
1705,Looking forward to volunteering for @TPTgeneral with a visit to @NationalGallery today,happy,86,looking forward to volunteering for with a visit to today
1706,Your courteous reminder - @KettlesYard Cambridge closes for a two year refurb on Sunday. http://t.co/d1aFgRfWSw,nocode,111,your courteous reminder cambridge closes for a two year refurb on sunday
1707,Just realised that was you @MarcusRomer at @kettlesyard talking to @andrewnairne just before you came &amp; put your halfpennies in the box,nocode,139,just realised that was you at talking to just before you came put your halfpennies in the box
1708,From The Tomb Of #Nebamun — 1350 BC | #Egyptology #Archaeology #AncientEgypt @britishmuseum http://t.co/8nQay7vKDa,nocode,114,from the tomb of nebamun bc egyptology archaeology ancientegypt
1709,"@NationalGallery do u consider 1 work the 🌟 around which you build engagement w collection, or do u take a holistic approach? #AskTheGallery",nocode,140,do u consider work the around which you build engagement w collection or do u take a holistic approach askthegallery
1710,One of my favourite galleries in @britishmuseum. http://t.co/IYFEf93Qfs,happy,71,one of my favourite galleries in
1711,@NationalGallery hi what's the strike about please?,nocode,51,hi what s the strike about please
1712,"LATEST PURGE ANNOUNCEMENT: Athens Now @_TheWhitechapel , new Frans Zwartjes album, Endless Tape Series, EC1 &gt; &gt; &gt; http://t.co/9cflGcCQOW",nocode,145,latest purge announcement athens now new frans zwartjes album endless tape series ec
1713,"""@tateliverpool: Everything you need to know about Jackson #Pollock http://t.co/bwHgywunVD"" &gt;&gt; gotta go @CheshireCaveman",nocode,126,everything you need to know about jackson pollock gotta go
1714,"Excited for our @LAHP_DTP #SummerSchool session tomorrow. With speakers from @V_and_A, @NationalGallery, @UkNatArchives and @britishlibrary.",happy,140,excited for our summerschool session tomorrow with speakers from and
1715,"“@pwadey: #NG365 No.51 Bronzino's ""Portrait of a Young Man"", on loan to @NationalGallery #art #twitart http://t.co/lpGb3CHXjO”",nocode,126,ng no bronzino s portrait of a young man on loan to art twitart
1716,Review of display at @NationalGallery of their El Greco's to mark the loan of an altarpiece from the Louvre. http://t.co/cdGsyMTGPw,nocode,131,review of display at of their el greco s to mark the loan of an altarpiece from the louvre
1717,#Minneapolis #rock the garden @RichPreston @arishapiro @britishmuseum http://t.co/43BOeJD7gH,nocode,92,minneapolis rock the garden
1718,@jbenedictbrown @kettlesyard Such a lovely space (and nice to perform in too) x,happy,79,such a lovely space and nice to perform in too x
1719,@UrchinSpock @britishmuseum well said,nocode,37,well said
1720,Second phase of Cornwall’s Tate St Ives steams ahead @Tate_StIves @ILoveCornwallUK @BAMConstructUK http://t.co/mFyrvx5P3n,happy,121,second phase of cornwall s tate st ives steams ahead
1721,@PeterGraystone @britishmuseum It'll be fun!,happy,44,it ll be fun
1722,@newmanmpaul no worries. Good to hear we might see you on 4th. I wondered from some tweets if you might @SimonEvolver @ThelmaHulbert,happy,132,no worries good to hear we might see you on th i wondered from some tweets if you might
1723,Head to the @FitzMuseum_UK for an Inside a Paris goldsmiths’ workshop: From design to gold box with Dr Heike Zech http://t.co/wAJivYj3nv,nocode,136,head to the for an inside a paris goldsmiths workshop from design to gold box with dr heike zech
1724,We’re feeling very Enid Blyton today: an Enid expo starts today @PlymouthMuseum  try @waterstones for Famous 5 action http://t.co/cpjRetgWD1,happy,140,we re feeling very enid blyton today an enid expo starts today try for famous action
1725,WATERCOLOUR - Elements of nature exh @FitzMuseum_UK opens today. Accompanied by display of Turner watercolours. http://t.co/bHyDS7j4zz,nocode,134,watercolour elements of nature exh opens today accompanied by display of turner watercolours
1726,Le directeur de la @NationalGallery est en Q&amp;A demain... profitons-en!!  https://t.co/85hSljwiG4,not-relevant,100,le directeur de la est en q a demain profitons en
1727,@NationalGallery Now that's art. https://t.co/FikrfOg7dt,happy,56,now that s art
1728,@britishmuseum http://t.co/JQeFf28WqI,nocode,37,
1729,Ancient Jomon pot @britishmuseum reused 200 yr ago in tea ceremony http://t.co/u3wZZ5hmku #archaeology #objects2015  http://t.co/Y1yruFfmeh,nocode,139,ancient jomon pot reused yr ago in tea ceremony archaeology objects
1730,So happy that my work has been selected to exhibit @ThelmaHulbert for the #EvolverPrize2015 !!,happy,94,so happy that my work has been selected to exhibit for the evolverprize
1731,Thank you #London for keeping those safe @BritishMuseum #Assyrian #Mosul #Iraq #Mesopotamia #War #Heritage http://t.co/F518duhIUe,nocode,129,thank you london for keeping those safe assyrian mosul iraq mesopotamia war heritage
1732,@newmanmpaul oh yes it would: ask @AlisonBevanRWA :-D @ThelmaHulbert @LisaLooly @DrawntoDevon @MooseAllain @roshvarosha,nocode,119,oh yes it would ask d
1733,@britishmuseum http://t.co/5DIo5FoL70,nocode,37,
1734,We license @lilianelijn's Koan sculptures in promotional materials for #IMOOS @Tate_StIves: http://t.co/opozycFQLQ,nocode,114,we license s koan sculptures in promotional materials for imoos
1735,@britishmuseum @BBCRadio4 @Artangel - response from @nationaltrust originalility of #SoundsOfOurShores rebutted w- un-originality of concept,nocode,140,response from originalility of soundsofourshores rebutted w un originality of concept
1736,{ @britishmuseum } #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics http://t.co/0eKtVTa05h,nocode,120,art london ttot lp vacation trip photography photo travel travelpics
1737,"""Monet's 'Green Park, London'     http://t.co/EZ4K8wBBjW"" http://t.co/4P8b67Oq2h  @NationalGallery",nocode,98,monet s green park london
1738,"Only a few days left to enter @BritishMuseum comp to #win a trip for 2 with @Eurostar, @Voyagessncf_UK, @HotelJuana http://t.co/V12iMSCeRN",nocode,138,only a few days left to enter comp to win a trip for with
1739,Favourite picture of the day. @NationalGallery http://t.co/SjspfQRdvz,happy,69,favourite picture of the day
1740,"@britishmuseum Thanks so much for fave + RT today, much appreciated! Have a good weeked:)",happy,89,thanks so much for fave rt today much appreciated have a good weeked
1741,Coin Room @britishmuseum displays Genesis Block http://t.co/T2XT0zThoj   https://t.co/MJ4ycoszAv @Suitpossum http://t.co/uF21eAbIPO,nocode,131,coin room displays genesis block
1742,@NationalGallery @Joos4 Precies Sint Jan is de dag dat echte labbekakken geen werk meer hebben #eindvanaspergeseizoen,nocode,117,precies sint jan is de dag dat echte labbekakken geen werk meer hebben eindvanaspergeseizoen
1743,@AnnHawkins @BBCCambs @FitzMuseum_UK Are there some 'Turners' in there Ann?,nocode,75,are there some turners in there ann
1744,Excellent Christopher Williams @_TheWhitechapel http://t.co/zlHpkBm23F,happy,70,excellent christopher williams
1745,A Twitter Q&amp;A at 14.00 BST .@britishmuseum #Waterloo200 #BonaparteAndTheBritish &amp; @aroberts_andrew http://t.co/kSTxzZv9GI,nocode,129,a twitter q a at bst waterloo bonaparteandthebritish
1746,@NationalGallery After staff privatisation next selling off donated works. Councils can do this without  consultation. Ask about missing art,angry,140,after staff privatisation next selling off donated works councils can do this without consultation ask about missing art
1747,@hmassyberesford @NationalGallery thank you for coming Helen- it was lovely to meet you and I am so glad you enjoyed it!,happy,120,thank you for coming helen it was lovely to meet you and i am so glad you enjoyed it
1748,"If you're in to moving image, there are screenings/events/discussions on the topic at @_TheWhitechapel tomorrow! http://t.co/uiteakch3z",nocode,135,if you re in to moving image there are screenings events discussions on the topic at tomorrow
1749,@britishmuseum @state_hermitage,nocode,31,
1750,Fascinating exhibition coming to @britishmuseum. Stay tuned for details. http://t.co/t2Gc67Bw2j,happy,95,fascinating exhibition coming to stay tuned for details
1751,Our Anniversary conference is from 9 to 5 on July 3 @britishmuseum. Attendance is free  booking is essential through the BM box office.,nocode,135,our anniversary conference is from to on july attendance is free booking is essential through the bm box office
1752,"Jackson Pollock: Blind Spots, Glenn Ligon: Encounters and Collisions, + Geta Brătescu @tateliverpool http://t.co/gj0ACdAQp3",nocode,123,jackson pollock blind spots glenn ligon encounters and collisions geta br tescu
1753,"@NationalGallery The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland",not-relevant,138,the nd genocide against biafrans as promised by buhari has begun days of unreported aerial bombardment in biafraland
1754,"@britishmuseum and for public urinals called ""vespasiennes""",nocode,59,and for public urinals called vespasiennes
1755,Very intense and well written on #LGBT history and exhibition #DefiningBeauty on @britishmuseum of R.B.Parkinsson http://t.co/tq4A97psTM,happy,136,very intense and well written on lgbt history and exhibition definingbeauty on of r b parkinsson
1756,"Today 1.10pm @PlymouthMuseum, £2:  http://t.co/gZePLguN0D Making and Promoting British Art http://t.co/plWykQbEB4",nocode,113,today pm making and promoting british art
1757,@britishmuseum #AncientLives exhibition. Wow!,happy,45,ancientlives exhibition wow
1758,members &amp; supporter email you MP urging them to attend debate 25 June #noprivatisation @NationalGallery #reinstatecandy @etiennelefleur,nocode,139,members supporter email you mp urging them to attend debate june noprivatisation reinstatecandy
1759,@NationalGallery @GH_Sudbury Wonderful landscapes too.,happy,54,wonderful landscapes too
1760,@NationalGallery yes it's a bit of #skullduggery,nocode,48,yes it s a bit of skullduggery
1761,"@blaircurator @alex_neilson @Tate_StIves Hang on, that building has only just been renovated and at very great expense ...",surprise,122,hang on that building has only just been renovated and at very great expense
1762,"""Creepy face appears in St Ives scone"" @Tate_StIves http://t.co/fWhbsDfGXg",not-relevant,74,creepy face appears in st ives scone
1763,We’re really excited about the Jackson Pollock exhibition @tateliverpool at the end of the month! http://t.co/N3zsrHlRno,happy,120,we re really excited about the jackson pollock exhibition at the end of the month
1764,My article out now on why ancient Greece is on everyone's lips: @TheConversation https://t.co/6uxlkgRTyH @britishmuseum @AlmeidaTheatre,nocode,135,my article out now on why ancient greece is on everyone s lips
1765,Join our Monday night half price wine club at #NationalCafe @NationalGallery and enjoy our new bar menu @oliverpeyton http://t.co/uWM9Wjr9fb,nocode,140,join our monday night half price wine club at nationalcafe and enjoy our new bar menu
1766,Been talking clay pipes and pottery with @MAACambridge today. The beginnings of a fab collaborative project. http://t.co/Cx0mbgbbfD,happy,131,been talking clay pipes and pottery with today the beginnings of a fab collaborative project
1767,"""Athens Now!"" A symposium of radical film from contemporary Greece @_TheWhitechapel 4 Jul, 1.45pm http://t.co/9WNObAf84v",nocode,120,athens now a symposium of radical film from contemporary greece jul pm
